0,587200 
0,006900 
0,001100 
0,001100 
0,012100 
0,001200 
0,002600 
0,001000 
0,001000 
0,001100 
0,001000 
0,001000 
0,001400 
0,001100 
0,001100 
0,001200 
0,001200 
0,001100 
0,001200 
0,001100 
0,001200 
0,001200 
0,001200 
0,001200 
0,001300 
0,001300 
0,001500 
0,001300 
0,001300 
0,001300 
0,001400 
0,001400 
0,001300 
0,001400 
0,001400 
0,001400 
0,001400 
0,001400 
0,001400 
0,001300 
0,001400 
0,001500 
0,001500 
0,001400 
0,001400 
0,001500 
0,002900 
0,001500 
0,001400 
0,001500 
0,001400 
0,001500 
0,001500 
0,001600 
0,001600 
0,001500 
0,001600 
0,001600 
0,001600 
0,001600 
0,001800 
0,001600 
0,001600 
0,002500 
0,001800 
0,002500 
0,001700 
0,001600 
0,001700 
0,001900 
0,001800 
0,001700 
0,001800 
0,001800 
0,001900 
0,001800 
0,001800 
0,001700 
0,001800 
0,002900 
0,001800 
0,001800 
0,003300 
0,001900 
0,001900 
0,001900 
0,002300 
0,001900 
0,001900 
0,001900 
0,002000 
0,002000 
0,002700 
0,001900 
0,002000 
0,002000 
0,002100 
0,003000 
0,002000 
0,002100 
0,002000 
0,002200 
0,008900 
0,002500 
0,002300 
0,002300 
0,002300 
0,002300 
0,002300 
0,002000 
0,001200 
0,001200 
0,001300 
0,001300 
0,001300 
0,001300 
0,001300 
0,001300 
0,001300 
0,001300 
0,001300 
0,001300 
0,001300 
0,001300 
0,001300 
0,001400 
0,001400 
0,001400 
0,001700 
0,001800 
0,001500 
0,001400 
0,001400 
0,001400 
0,001400 
0,001500 
0,001800 
0,001700 
0,001600 
0,001600 
0,001500 
0,001400 
0,001600 
0,001600 
0,001400 
0,001500 
0,001500 
0,001500 
0,001500 
0,001900 
0,002000 
0,001900 
0,001800 
0,001700 
0,001900 
0,001800 
0,001700 
0,001600 
0,001600 
0,001700 
0,001600 
0,001600 
0,001600 
0,001600 
0,002300 
0,001600 
0,001700 
0,001700 
0,001600 
0,001700 
0,001600 
0,001700 
0,001800 
0,001700 
0,002100 
0,001800 
0,001800 
0,001800 
0,001800 
0,001700 
0,002000 
0,002100 
0,002000 
0,002100 
0,001900 
0,001900 
0,002000 
0,001900 
0,001800 
0,001900 
0,001800 
0,001900 
0,002000 
0,001900 
0,001900 
0,002000 
0,001900 
0,001900 
0,001900 
0,002400 
0,002100 
0,002000 
0,002000 
0,002200 
0,002100 
0,002200 
0,002200 
0,002400 
0,002000 
0,002600 
0,001800 
0,002000 
0,002000 
0,001900 
0,002000 
0,002000 
0,001900 
0,002000 
0,002000 
0,002000 
0,002100 
0,002000 
0,002000 
0,002100 
0,002000 
0,002200 
0,017000 
0,002300 
0,002200 
0,002100 
0,002000 
0,002000 
0,001900 
0,002100 
0,002000 
0,002100 
0,002100 
0,002000 
0,002100 
0,002400 
0,002200 
0,002200 
0,002100 
0,002100 
0,002200 
0,003000 
0,002600 
0,002600 
0,002100 
0,002200 
0,002200 
0,002100 
0,002200 
0,002100 
0,002200 
0,002200 
0,002200 
0,002500 
0,002300 
0,002200 
0,002200 
0,002400 
0,002300 
0,002100 
0,002200 
0,002200 
0,002200 
0,002300 
0,002100 
0,002200 
0,002300 
0,002200 
0,002200 
0,002100 
0,002200 
0,002200 
0,003600 
0,002200 
0,002100 
0,002100 
0,002300 
0,002200 
0,002300 
0,002200 
0,002200 
0,002200 
0,002200 
0,002100 
0,002100 
0,002200 
0,002200 
0,002200 
0,002200 
0,002300 
0,002200 
0,002600 
0,002800 
0,002500 
0,002900 
0,002700 
0,002600 
0,002500 
0,002500 
0,002300 
0,002200 
0,015400 
0,002300 
0,002200 
0,002300 
0,002300 
0,002300 
0,002300 
0,002200 
0,002300 
0,002200 
0,002300 
0,003200 
0,002400 
0,002300 
0,002400 
0,003100 
0,002300 
0,002300 
0,002300 
0,002200 
0,002300 
0,002300 
0,002500 
0,002500 
0,002500 
0,002500 
0,003100 
0,002400 
0,002600 
0,002500 
0,002400 
0,002300 
0,002400 
0,002400 
0,002500 
0,002400 
0,002400 
0,002500 
0,002400 
0,002400 
0,002300 
0,002300 
0,002400 
0,002400 
0,002300 
0,002400 
0,002400 
0,002500 
0,002500 
0,002300 
0,003400 
0,002500 
0,002400 
0,003100 
0,002800 
0,002500 
0,002600 
0,002600 
0,002400 
0,002500 
0,002500 
0,002400 
0,002700 
0,002600 
0,002600 
0,002600 
0,002500 
0,002500 
0,002600 
0,002400 
0,002600 
0,002500 
0,003100 
0,002600 
0,002500 
0,002500 
0,002600 
0,002400 
0,002500 
0,002700 
0,002600 
0,002800 
0,002700 
0,002600 
0,002600 
0,002700 
0,002700 
0,002600 
0,002700 
0,002700 
0,003000 
0,003200 
0,002800 
0,003600 
0,002700 
0,003100 
0,003100 
0,003100 
0,003100 
0,003100 
0,003300 
0,003000 
0,002800 
0,003000 
0,002900 
0,002900 
0,002700 
0,002900 
0,003000 
0,002700 
0,002700 
0,002600 
0,002600 
0,003600 
0,002700 
0,002900 
0,002800 
0,002600 
0,002700 
0,002700 
0,002600 
0,002600 
0,002700 
0,002700 
0,002900 
0,002900 
0,002900 
0,003200 
0,002900 
0,003200 
0,003400 
0,002900 
0,003800 
0,002800 
0,002700 
0,002600 
0,002700 
0,002600 
0,002700 
0,002700 
0,002700 
0,002800 
0,002700 
0,002800 
0,002800 
0,002800 
0,003000 
0,002900 
0,003100 
0,003000 
0,003000 
0,004100 
0,003100 
0,003200 
0,003300 
0,003100 
0,002900 
0,003400 
0,002800 
0,002900 
0,002900 
0,002800 
0,002800 
0,002700 
0,002700 
0,002800 
0,003000 
0,002900 
0,002800 
0,004000 
0,003000 
0,002800 
0,002800 
0,002900 
0,003000 
0,002900 
0,002900 
0,002800 
0,003100 
0,002900 
0,002800 
0,002800 
0,002800 
0,002800 
0,002800 
0,002900 
0,004200 
0,003000 
0,002800 
0,002700 
0,002900 
0,002800 
0,002900 
0,002800 
0,002900 
0,003200 
0,002900 
0,002900 
0,003000 
0,002900 
0,003500 
0,003300 
0,036300 
0,003200 
0,002900 
0,002900 
0,002900 
0,003100 
0,003000 
0,002900 
0,002900 
0,002900 
0,002900 
0,002900 
0,003100 
0,003000 
0,002900 
0,002900 
0,030400 
0,003700 
0,003000 
0,003000 
0,003100 
0,003000 
0,002900 
0,002900 
0,002900 
0,002900 
0,003200 
0,003100 
0,003000 
0,003000 
0,002900 
0,017800 
0,003200 
0,003000 
0,002900 
0,003100 
0,003200 
0,003000 
0,003000 
0,003100 
0,003100 
0,003000 
0,003100 
0,003000 
0,003400 
0,003500 
0,017500 
0,003200 
0,003100 
0,003300 
0,003200 
0,003100 
0,003000 
0,003100 
